id,name,theme,team,overall,tier,position,secondary_position,height,play1,play2,play3,play4,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
275,Zach Collins,'20 NBA,Portland Trail Blazers,73,NBA 2K20  Silver,C,PF,84,P&R Roll Man,,,,0,0,0,0,87,48,74,90,73,53,70,68,53,61,68,70,68,73,64,63,77,58,76,78,80,36,47,35,31,36,66,43,68,64,55,63,70,34,76,78,48,67,65,97,79,70,70,69,50,25,10,40,0,0,0,10,0,59,30,33,23,44,10,40,20,40,60,0,35,10,0,0,0,0,0,0,5,55,0,50,0,0,0,0,30,45,60,25,0,0,0,0,0,0,0,0,99,50,45,55,20,0,0,0,5,15,99,50,0,35,15,5,55,33,36,0,14,15,5,0,40,0,0,0,50,0,0,48,10,37,35,45,90,22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
276,John Collins,'20 NBA,Atlanta Hawks,82,NBA 2K20  Emerald,PF,C,82,P&R Roll Man,Post Up Low,3 PT,,2,4,5,0,69,67,72,90,70,89,76,89,84,66,63,71,69,79,65,59,79,60,82,90,80,44,51,31,36,60,68,43,68,64,51,32,74,26,51,70,54,80,75,95,86,80,90,15,75,45,5,80,10,10,10,5,42,69,30,6,40,54,5,20,20,10,25,0,25,0,0,0,0,0,0,0,5,5,5,50,0,0,0,0,15,55,65,50,0,0,0,0,0,0,0,0,99,65,55,60,75,5,0,0,10,20,75,15,0,55,15,5,65,45,69,23,45,35,35,35,0,0,0,18,25,5,0,59,0,28,35,31,85,40,None,None,Bronze,None,None,None,None,None,Gold,None,Gold,Gold,None,Silver,None,Gold,None,None,None,None,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Gold,None,None,None,Silver,None,None,None,None,None,None,None,None
277,Justin Jackson,'20 NBA,Dallas Mavericks,73,NBA 2K20  Silver,SF,PF,80,3 PT,Handoff,P&R Roll Man,Cutter,1,0,0,0,84,70,73,90,73,59,70,29,54,46,35,26,45,76,67,70,73,51,79,60,85,63,68,59,29,56,34,58,54,62,64,54,65,30,36,60,34,32,46,95,75,0,55,0,50,10,25,30,40,50,55,15,0,26,25,6,61,33,10,55,50,45,65,50,40,40,35,10,0,15,20,20,15,35,35,15,25,0,0,0,35,30,30,50,0,0,50,0,0,0,0,0,99,45,45,60,0,60,0,0,5,15,75,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,15,15,75,0,62,48,28,40,25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
278,OG Anunoby,'20 NBA,Toronto Raptors,72,NBA 2K20  Silver,SF,PF,80,P&R Wing,Handoff,Mid Range,,2,0,0,0,52,71,71,90,53,40,65,55,75,36,31,33,32,80,76,78,80,55,75,80,75,66,67,53,25,47,56,72,70,72,77,73,79,41,47,78,60,43,47,95,78,0,60,25,50,10,0,25,70,63,68,60,0,53,5,3,93,4,0,30,30,50,70,25,26,10,10,0,25,0,0,0,20,55,0,50,0,0,0,0,70,45,45,54,15,0,0,0,0,0,15,0,55,35,35,50,55,0,0,0,5,15,99,5,0,0,0,0,25,4,7,0,0,0,0,0,20,0,0,0,65,50,60,67,10,60,78,28,65,70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
279,Harry Giles III,'20 NBA,Sacramento Kings,73,NBA 2K20  Silver,C,PF,82,P&R Roll Man,3 PT,Post Up High,,2,0,0,0,83,73,62,90,63,69,71,74,69,51,69,69,67,79,67,66,74,64,74,79,80,38,39,64,59,73,67,41,69,62,59,54,60,52,61,65,34,64,75,95,81,75,80,0,75,40,5,20,25,20,30,5,59,47,30,26,45,28,15,15,0,0,25,0,20,0,0,0,0,0,0,0,40,75,5,50,25,0,0,0,45,75,70,50,0,0,0,0,0,0,0,0,99,70,45,65,99,0,0,0,5,15,99,30,40,15,15,25,65,26,24,26,26,30,20,20,15,10,25,23,10,25,0,34,0,33,78,21,65,50,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
280,Jarrett Allen,'20 NBA,Brooklyn Nets,78,NBA 2K20  Gold,C,,83,Post Up Low,P&R Roll Man,Cutter,,2,0,0,0,75,53,38,90,70,74,73,84,74,65,65,65,59,84,74,71,78,77,85,79,80,34,34,25,33,47,81,40,82,64,52,66,72,36,81,88,79,72,84,95,81,80,80,75,75,40,10,10,0,0,0,0,0,75,25,18,33,49,5,15,0,5,25,0,0,10,0,0,0,0,0,0,5,0,10,85,5,0,0,100,35,55,75,95,0,0,0,0,0,0,0,0,99,85,50,55,75,0,0,0,0,0,99,0,0,0,10,5,80,25,53,59,39,0,0,0,40,15,5,5,15,10,0,55,0,30,89,84,75,70,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None
281,Bam Adebayo,'20 NBA,Miami Heat,78,NBA 2K20  Gold,C,,82,P&R Roll Man,Post Up Low,,,5,2,0,0,83,75,49,94,73,69,72,89,69,69,51,61,49,83,69,68,84,78,84,92,94,26,39,31,54,43,76,47,76,70,59,56,68,52,69,78,44,70,84,95,83,75,75,40,99,45,25,20,0,0,0,5,0,70,25,31,12,57,5,25,0,0,25,0,26,20,0,0,0,0,0,0,55,5,5,50,35,0,0,0,55,55,30,95,0,0,0,0,0,0,0,0,99,75,45,55,99,0,0,0,10,20,99,35,10,15,35,15,80,26,26,14,0,25,15,0,25,0,50,50,10,10,0,39,10,27,70,46,70,45,None,Bronze,None,None,None,None,None,None,None,None,Silver,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None
282,T.J. Leaf,'20 NBA,Indiana Pacers,73,NBA 2K20  Silver,PF,,82,P&R Roll Man,3 PT,Post Up Low,,3,0,0,0,86,60,59,90,57,61,70,61,46,66,68,56,68,76,66,57,71,56,76,61,80,40,48,54,29,60,63,41,62,58,45,56,64,31,68,65,31,67,64,95,78,45,60,0,25,35,20,25,0,0,0,10,0,53,25,26,45,29,10,55,45,35,75,50,35,30,20,15,0,8,0,15,25,5,5,50,0,0,0,0,35,20,30,51,0,0,40,0,0,0,0,0,99,55,45,55,20,30,10,10,20,30,99,20,25,40,5,0,55,7,2,28,31,15,5,15,25,15,15,15,45,0,0,37,0,18,60,14,70,35,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
283,Terrance Ferguson,'20 NBA,Oklahoma City Thunder,70,NBA 2K20  Silver,SG,SF,79,Mid Range,P&R Ball Handler,3 PT,,2,0,0,0,39,49,78,95,71,63,76,48,88,28,43,56,42,83,66,65,83,38,84,68,80,65,73,63,27,60,48,73,65,67,80,66,64,35,40,64,58,31,38,95,77,35,80,65,50,5,35,30,20,0,0,0,0,27,5,1,98,1,5,40,40,55,70,45,45,45,0,0,0,12,10,10,5,10,45,15,15,15,25,60,55,45,55,95,15,0,15,0,0,0,15,0,70,45,30,45,40,25,0,0,5,15,99,0,0,0,0,0,5,0,0,10,0,0,15,0,0,0,0,0,55,5,0,45,0,40,70,28,80,20,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None
284,Tony Bradley,'20 NBA,Utah Jazz,69,NBA 2K20  Bronze,C,,82,Post Up Low,P&R Roll Man,,,1,0,0,0,70,62,25,90,58,46,60,71,56,61,64,68,58,81,47,38,47,74,76,66,80,29,40,40,25,54,65,31,64,55,50,54,68,27,74,70,41,71,66,95,74,75,70,0,50,35,5,60,5,10,5,5,0,70,70,45,15,40,10,25,0,0,25,0,0,0,0,0,0,0,0,0,20,5,5,50,0,0,0,0,60,75,65,52,0,0,0,0,0,0,0,0,99,75,55,55,99,0,0,0,0,0,99,10,25,0,40,30,55,55,45,0,0,25,0,25,15,25,35,30,10,10,0,40,0,72,50,46,80,25,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
285,Tyler Lydon,'20 NBA,Sacramento Kings,69,NBA 2K20  Bronze,PF,,82,3 PT,Handoff,P&R Wing,,1,0,0,0,65,64,73,90,70,31,60,55,55,30,56,52,54,66,50,55,66,56,71,72,80,45,60,45,25,47,51,48,56,68,55,53,64,30,65,70,26,46,51,95,74,20,60,15,75,5,10,40,40,45,40,5,0,56,25,26,52,22,10,50,40,40,75,45,35,35,0,0,0,0,0,0,15,5,5,50,0,0,0,0,35,30,30,50,15,0,0,0,0,0,15,0,99,35,45,50,0,0,0,0,0,0,99,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,15,10,0,71,0,40,70,22,60,25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
286,Isaiah Hartenstein,'20 NBA,Houston Rockets,68,NBA 2K20  Bronze,C,,84,P&R Roll Man,Post Up Low,,,0,0,0,0,60,65,67,90,74,35,63,70,60,45,54,51,52,70,57,57,65,57,75,65,80,37,51,45,33,55,55,36,60,60,45,49,68,41,77,70,35,71,54,95,75,65,70,0,50,30,15,20,0,0,0,5,0,72,30,44,16,40,10,25,0,30,75,0,26,50,0,0,0,0,0,0,25,75,5,50,0,0,0,0,35,30,75,95,0,0,0,0,0,0,0,0,99,70,50,55,75,0,0,0,0,0,99,25,0,0,35,0,80,29,49,0,0,25,0,0,40,0,20,15,30,5,0,37,10,14,70,49,99,55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None
287,D.J. Wilson,'20 NBA,Milwaukee Bucks,71,NBA 2K20  Silver,PF,C,82,P&R Roll Man,Post Up Low,,,1,1,0,0,78,65,74,90,50,45,65,45,61,45,50,64,60,69,58,59,57,58,78,72,75,51,64,55,29,60,55,32,61,57,62,45,64,31,53,64,35,47,68,95,76,65,80,5,75,30,25,35,25,40,45,5,0,48,20,19,59,22,10,40,40,25,50,10,20,0,0,0,0,0,0,0,30,5,5,50,0,0,0,0,45,40,55,52,0,0,0,0,0,0,0,0,99,45,40,45,99,25,0,0,0,0,75,5,0,0,0,0,55,12,9,9,14,0,0,0,0,0,0,0,15,15,0,57,0,28,72,34,70,40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
288,Jordan Bell,'20 NBA,Minnesota Timberwolves,73,NBA 2K20  Silver,PF,C,81,P&R Roll Man,Post Up Low,Cutter,,2,1,0,0,78,67,44,90,55,49,72,79,74,34,42,44,32,74,69,61,71,63,84,89,94,33,39,36,40,49,69,54,74,71,58,64,70,34,80,82,59,57,61,95,76,75,75,35,75,40,25,60,10,15,5,5,0,65,20,21,39,40,5,20,0,0,25,0,15,0,0,0,0,0,0,0,35,5,5,50,0,0,0,0,55,55,65,49,0,0,0,0,0,0,0,0,99,75,40,50,99,0,0,0,10,20,99,20,25,5,20,5,60,26,26,14,0,10,5,0,15,10,5,5,10,10,0,39,0,27,70,46,80,45,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None
289,Josh Hart,'20 NBA,New Orleans Pelicans,74,NBA 2K20  Silver,SG,SF,77,P&R Point,Handoff,,,3,0,0,0,49,62,75,94,67,63,83,25,58,67,40,37,56,93,79,81,67,42,88,93,84,77,75,71,31,73,44,70,68,71,75,68,72,47,56,70,63,34,54,95,79,0,50,0,25,10,10,25,35,50,55,55,0,44,10,6,76,18,5,55,45,50,75,45,20,0,25,10,0,5,0,0,10,5,5,50,0,0,0,0,45,65,58,50,20,15,15,15,5,5,20,5,99,25,40,55,0,60,0,0,10,20,99,5,0,0,0,0,10,0,0,18,11,0,0,0,0,0,0,0,45,15,15,65,10,79,70,27,50,30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
290,Semi Ojeleye,'20 NBA,Boston Celtics,72,NBA 2K20  Silver,SF,PF,79,Post Up High,Post Up Low,P&R Roll Man,,1,0,0,0,67,51,73,90,59,42,69,72,77,52,61,54,52,77,79,81,82,65,82,82,89,52,68,51,27,55,62,56,54,51,66,55,56,32,37,54,32,43,49,95,73,35,70,0,25,10,5,35,0,0,0,15,0,41,10,15,69,16,5,40,30,40,65,45,25,15,0,0,15,0,0,5,5,5,5,50,0,0,0,0,40,30,35,75,15,0,10,0,0,0,15,0,75,45,25,40,40,75,0,0,5,15,99,5,0,0,0,0,75,0,2,19,19,0,0,0,40,0,0,0,20,20,0,58,40,46,68,19,55,35,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None
291,Caleb Swanigan,'20 NBA,Sacramento Kings,69,NBA 2K20  Bronze,PF,,81,P&R Roll Man,Post Up Low,Post Up High,,1,0,0,0,57,62,41,90,68,27,61,62,52,52,61,63,62,67,43,44,37,72,70,47,80,25,29,40,27,54,52,29,53,52,39,42,52,38,29,57,25,68,77,95,73,60,70,15,75,45,5,70,10,10,10,5,31,55,30,26,51,23,15,50,25,15,50,0,30,5,0,0,0,0,0,0,40,35,0,50,0,0,0,0,30,35,55,47,0,0,0,0,0,0,0,0,99,80,60,65,25,0,0,0,5,15,99,55,25,20,45,20,70,48,45,17,22,15,0,10,10,10,5,8,20,0,0,77,0,45,78,26,99,70,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
292,Frank Jackson,'20 NBA,New Orleans Pelicans,70,NBA 2K20  Silver,PG,,75,P&R Ball Handler,Handoff,,,2,0,0,0,67,68,72,90,72,68,74,33,73,42,25,28,36,74,84,85,93,39,83,79,80,83,75,68,33,58,25,60,58,60,68,58,52,35,25,52,43,34,46,95,73,0,50,0,25,5,25,55,60,75,80,65,0,47,30,15,57,28,20,55,55,60,70,45,40,36,35,15,45,12,15,15,15,35,75,25,0,0,50,15,55,45,40,53,50,10,35,20,35,10,55,25,50,45,55,60,0,35,5,5,15,25,75,0,0,5,15,0,10,0,0,5,10,0,20,5,0,0,0,3,65,45,25,64,0,62,64,26,75,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
293,Ivan Rabb,'20 NBA,Memphis Grizzlies,73,NBA 2K20  Silver,PF,C,82,Post Up Low,P&R Roll Man,,,3,1,0,0,83,61,42,90,63,52,54,67,52,42,65,62,58,72,60,57,61,52,76,77,80,42,31,28,37,44,61,34,60,59,39,46,55,32,49,52,27,70,72,95,77,75,75,15,50,50,5,25,0,0,0,15,41,55,30,24,37,39,25,30,10,0,25,0,20,0,0,0,0,0,0,0,25,55,0,50,0,0,0,0,55,55,75,90,0,0,0,0,0,0,0,0,99,65,55,60,25,0,0,0,10,20,99,45,10,55,25,10,65,44,45,25,15,50,0,0,40,35,25,25,20,15,0,40,0,40,68,44,75,80,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,Yes,None,None,None,None
294,Kyle Kuzma,'20 NBA,Los Angeles Lakers,82,NBA 2K20  Emerald,PF,,81,Post Up High,P&R Roll Man,Post Up Low,,7,4,1,0,87,81,69,97,72,92,85,82,77,76,76,64,67,92,69,71,72,71,92,81,85,64,74,70,40,81,58,64,74,77,72,67,72,32,44,74,67,35,58,95,87,70,70,25,50,15,5,30,5,5,0,10,0,45,40,7,44,49,10,55,45,65,85,55,45,25,20,15,20,5,0,0,15,5,5,50,0,0,0,0,40,35,35,52,0,0,0,0,0,0,0,0,99,55,70,75,20,50,10,10,20,30,75,15,10,35,10,25,45,18,15,34,25,10,15,5,25,20,25,25,20,10,0,46,20,42,72,26,50,45,None,None,Silver,Bronze,Silver,None,None,Bronze,None,None,Bronze,None,None,None,None,None,None,Gold,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,Silver,None,None,None,None,Bronze,Bronze,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
295,Derrick White,'20 NBA,San Antonio Spurs,76,NBA 2K20  Gold,PG,,76,P&R Ball Handler,Handoff,,,4,2,0,0,84,85,71,90,72,75,69,35,50,57,30,30,46,55,85,85,70,31,75,73,79,83,81,79,65,80,33,80,69,74,83,55,75,51,57,78,55,31,54,95,80,0,35,5,50,15,10,99,20,30,35,55,9,39,30,16,23,61,10,45,45,35,75,50,36,30,0,0,0,0,0,0,5,25,55,20,35,0,15,25,45,45,50,48,55,5,15,0,0,5,40,30,80,25,45,55,20,0,0,0,5,15,99,0,0,0,0,0,10,3,8,0,0,0,20,0,0,0,0,0,55,10,5,43,60,47,86,32,40,40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Silver,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,Bronze,Silver,None,None,None,None,None,Bronze,Bronze,None,None,None,None,None,None,None,None,None
296,Frank Mason III,'20 NBA,Milwaukee Bucks,70,NBA 2K20  Silver,PG,,71,P&R Point,Handoff,,,3,0,0,0,80,81,58,90,64,51,75,25,26,50,28,25,46,76,80,80,83,31,80,76,80,80,77,70,69,70,25,56,47,61,66,51,48,45,41,48,41,28,43,95,74,0,50,0,25,10,40,55,70,80,70,80,0,56,40,27,52,22,25,55,45,30,65,40,26,46,25,5,5,5,5,10,5,5,5,50,25,0,15,25,60,65,70,52,55,10,35,15,5,15,40,30,80,60,70,70,0,20,20,20,30,40,99,0,0,0,0,0,10,4,9,0,19,0,20,0,0,0,0,0,40,20,60,35,0,45,52,3,50,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
297,Jonah Bolden,'20 NBA,Philadelphia 76ers,72,NBA 2K20  Silver,PF,,82,Post Up Low,P&R Roll Man,Post Up High,,3,1,0,0,66,64,71,90,42,34,64,64,64,38,53,50,48,74,59,61,71,63,78,74,84,50,53,49,30,60,66,52,68,70,58,63,68,35,77,72,39,58,67,95,76,60,65,0,50,35,20,25,0,0,0,15,68,55,35,24,55,21,15,55,40,40,60,35,36,35,0,5,0,0,0,0,40,5,5,50,0,0,0,0,40,20,40,90,0,0,0,0,0,0,0,0,99,45,60,65,25,25,0,0,0,0,99,10,5,55,0,0,65,20,15,31,42,10,0,10,30,20,20,20,55,10,0,51,60,37,55,29,75,72,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Bronze,None,None,None,None,None,None,None,None,None,None,Bronze,None,Silver,None,None,None,None,None,None,None,None,None,None,None,Yes
